A_h,E_h,Ep,theta,xsect_h,xsect_e_h,xsect_d,xsect_e_d
1,10.602,3.365,24.98,0.685575756,0.016526111,0.519150322,0.012553056
1,10.602,3.385,24.98,0.659446312,0.01601127,0.503629679,0.012298923
1,10.602,3.405,24.98,0.648549128,0.015804704,0.49018639,0.011912089
1,10.602,3.425,24.98,0.632797288,0.015446366,0.47024843,0.011580701
1,10.602,3.445,24.98,0.626556881,0.015438685,0.473378249,0.011684993
1,10.602,3.465,24.98,0.613138794,0.015174756,0.463583887,0.011567634
1,10.602,3.485,24.98,0.608328668,0.015053255,0.449224642,0.011217166
1,10.602,3.505,24.98,0.590392382,0.014846236,0.445991734,0.011198465
1,10.602,3.525,24.98,0.589061469,0.014806769,0.445537479,0.011288335
1,10.602,3.545,24.98,0.574798354,0.014668752,0.421925345,0.010718571
1,10.602,3.565,24.98,0.568015782,0.014465209,0.400933905,0.010346745
1,10.602,2.865,28.99,0.345478494,0.007388254,0.256944943,0.005458432
1,10.602,2.885,28.99,0.327742175,0.007021483,0.247170864,0.005255139
1,10.602,2.905,28.99,0.318632734,0.006837168,0.238692828,0.005086573
1,10.602,2.925,28.99,0.310965027,0.006699083,0.231677108,0.004950959
1,10.602,2.945,28.99,0.299579132,0.006487722,0.22185395,0.004758529
1,10.602,2.965,28.99,0.293341395,0.006373386,0.214832275,0.004589062
1,10.602,2.985,28.99,0.284006951,0.006193548,0.211559976,0.004542532
1,10.602,3.005,28.99,0.273973761,0.005961115,0.202089315,0.004351016
1,10.602,3.025,28.99,0.267231756,0.005848757,0.196906046,0.004257559
1,10.602,3.045,28.99,0.254535984,0.005595601,0.19144463,0.004157007
1,10.602,3.065,28.99,0.24842331,0.005438908,0.182641386,0.003943358
1,10.602,3.085,28.99,0.24167039,0.005313093,0.175941665,0.003818192
1,10.602,3.105,28.99,0.234592437,0.005190142,0.169671109,0.003702146
1,10.602,3.125,28.99,0.224594533,0.004990029,0.164725792,0.003607179
1,10.602,3.145,28.99,0.216969276,0.004840172,0.15762717,0.003465815
1,10.602,3.165,28.99,0.208473213,0.004650276,0.151715074,0.003326741
1,10.602,3.185,28.99,0.204029343,0.004568863,0.145155284,0.003201624
1,10.602,3.205,28.99,0.193618087,0.004363814,0.141684033,0.0031401
1,10.602,3.225,28.99,0.186232929,0.004218472,0.136779245,0.00304367
1,10.602,3.245,28.99,0.184002305,0.004180126,0.130020512,0.002920371
1,10.602,3.265,28.99,0.174162836,0.003963213,0.126017951,0.002824547
1,10.602,3.285,28.99,0.170519135,0.003915702,0.120178289,0.002699705
1,10.602,3.305,28.99,0.160205956,0.003708306,0.117626823,0.00267509
1,10.602,3.325,28.99,0.15388277,0.003591099,0.113297586,0.00258873
1,10.602,3.345,28.99,0.14894249,0.003470175,0.106335384,0.002425162
1,10.602,3.365,28.99,0.144047227,0.003389562,0.101222684,0.00232234
1,10.602,3.385,28.99,0.136458817,0.003233275,0.09721101,0.002258586
1,10.602,3.405,28.99,0.131964927,0.003150747,0.092257061,0.002132357
1,10.602,3.425,28.99,0.125938082,0.002999126,0.087646336,0.002036089
1,10.602,3.445,28.99,0.120797151,0.00290857,0.085152454,0.00200037
1,10.602,3.465,28.99,0.113763766,0.002769493,0.081750152,0.001920734
1,10.602,3.485,28.99,0.110246822,0.002717659,0.077375281,0.001850504
1,10.602,3.505,28.99,0.105403484,0.002602305,0.074179822,0.001796204
1,10.602,3.525,28.99,0.099180775,0.002485341,0.070230895,0.001700662
1,10.602,3.545,28.99,0.094361809,0.002368803,0.067848895,0.001660881
1,10.602,3.565,28.99,0.090993696,0.002340312,0.063839846,0.00158388
1,10.602,3.105,32.975,0.03804902,0.00086427,0.027017764,0.000624622
1,10.602,3.125,32.975,0.034423189,0.00079047,0.025829912,0.000599218
1,10.602,3.145,32.975,0.032630119,0.000754461,0.023449306,0.000545248
1,10.602,3.165,32.975,0.030735666,0.000714586,0.022033828,0.000521747
1,10.602,3.185,32.975,0.028365479,0.000670018,0.020670007,0.000491722
1,10.602,3.205,32.975,0.026271112,0.000623234,0.018848991,0.000455319
1,10.602,3.225,32.975,0.024061778,0.000577828,0.017315929,0.000423751
1,10.602,3.245,32.975,0.022352877,0.00054287,0.01608458,0.000399175
1,10.602,3.265,32.975,0.020135829,0.000500208,0.014965758,0.00037564
1,10.602,3.285,32.975,0.018287329,0.000457908,0.013534223,0.000344813
1,10.602,3.305,32.975,0.016446839,0.000419179,0.012390397,0.000319611
1,10.602,3.325,32.975,0.015238896,0.000394535,0.011064518,0.000292759
1,10.602,3.345,32.975,0.013966871,0.000371537,0.010423968,0.000280522
1,10.602,3.365,32.975,0.012669497,0.000341418,0.009147244,0.000252842
1,10.602,3.385,32.975,0.01119585,0.000311683,0.008360668,0.000236431
1,10.602,3.405,32.975,0.010127626,0.000288801,0.007685897,0.000221103
1,10.602,3.425,32.975,0.009150965,0.000266753,0.006771904,0.000199826
1,10.602,3.445,32.975,0.008156952,0.000246974,0.006055369,0.000184675
1,10.602,3.465,32.975,0.00681916,0.000214929,0.005097461,0.00016208
1,10.602,3.485,32.975,0.006765601,0.000222966,0.005339871,0.00017468
1,10.602,3.505,32.975,0.007146016,0.000242064,0.004767075,0.000160647
1,10.602,3.525,32.975,0.004962216,0.000179971,0.004208392,0.00014888
1,10.602,3.545,32.975,0.004336506,0.000160563,0.003627286,0.00013381
1,10.602,3.565,32.975,0.003339948,0.000139245,0.003208854,0.000124869
1,10.602,3.585,32.975,0.003061415,0.000130549,0.003034976,0.000121022
1,10.602,3.605,32.975,0.00236483,0.00010612,0.002493678,0.0001059
1,10.602,3.625,32.975,0.001599947,7.95E-05,0.002160189,9.73E-05
1,10.602,3.645,32.975,0.00144846,7.72E-05,0.001819182,8.73E-05
1,10.602,3.665,32.975,0.00065184,4.13E-05,0.001662729,8.26E-05
1,10.602,3.685,32.975,0.0001108,7.12E-06,0.001366208,7.29E-05
1,10.602,3.225,21.035,2.325316308,0.05388625,1.954682622,0.044070337
1,10.602,3.245,21.035,2.332437532,0.05436237,1.914187911,0.043124703
1,10.602,3.265,21.035,2.331071433,0.054474526,1.926423451,0.043578054
1,10.602,3.285,21.035,2.307820011,0.054187723,1.896695922,0.043016845
1,10.602,3.305,21.035,2.299221223,0.054242459,1.89826267,0.042905342
1,10.602,3.325,21.035,2.248026972,0.053225834,1.836617685,0.041980544
1,10.602,3.345,21.035,2.211033908,0.05263929,1.825581603,0.041923519
1,10.602,3.365,21.035,2.245879868,0.053286723,1.790562966,0.040950257
1,10.602,3.385,21.035,2.147246153,0.051220924,1.774708897,0.041061633
1,10.602,3.405,21.035,2.123979536,0.050927118,1.772200872,0.040771877
1,10.602,3.425,21.035,2.107932764,0.050817539,1.740007317,0.039953024
1,10.602,3.445,21.035,2.085291112,0.050444714,1.712977021,0.039544028
1,10.602,3.465,21.035,2.070438599,0.049887425,1.669004263,0.038733343
1,10.602,3.485,21.035,2.071414343,0.050198005,1.676647356,0.039033286
1,10.602,3.505,21.035,2.040317597,0.049779989,1.625963577,0.038087861
1,10.602,3.525,21.035,2.002220184,0.049056124,1.671702133,0.038922806
1,10.602,3.545,21.035,2.020207242,0.049286874,1.637424622,0.038344765
1,10.602,3.565,21.035,1.996330752,0.049212011,1.59924618,0.037636094
1,10.602,3.585,21.035,1.967852709,0.048536799,1.60177142,0.03784871
1,10.602,3.605,21.035,1.948315303,0.048049267,1.57209336,0.037385753
1,10.602,3.625,21.035,1.989266213,0.049250511,1.549951218,0.036782774
1,10.602,3.645,21.035,1.908573001,0.047687409,1.527527141,0.036480086
1,10.602,3.665,21.035,1.878375049,0.047353814,1.511556872,0.036293673
1,10.602,3.685,21.035,1.870008765,0.04757753,1.500554798,0.036228701
1,10.602,3.705,21.035,1.868684505,0.047018699,1.460263515,0.035122584
1,10.602,3.725,21.035,1.874123427,0.047409714,1.463272321,0.03576646
1,10.602,3.745,21.035,1.847814809,0.047430332,1.467232152,0.035967834
1,10.602,3.765,21.035,1.815511398,0.046463717,1.412402391,0.034571415
1,10.602,3.785,21.035,1.781212404,0.045738519,1.434756432,0.035286775
1,10.602,3.805,21.035,1.78121887,0.046269876,1.400487838,0.034669978
1,10.602,3.825,21.035,1.845901412,0.047439477,1.366124563,0.033846133
1,10.602,3.845,21.035,1.719707458,0.044934504,1.377296043,0.034444004
1,10.602,3.865,21.035,1.716048573,0.045263039,1.309180433,0.032614084
1,10.602,3.885,21.035,1.709097834,0.045187121,1.341880028,0.033813601
1,10.602,3.905,21.035,1.705029421,0.045062871,1.313366211,0.033477708
1,10.602,3.585,24.98,0.518347436,0.011836706,0.391152433,0.008789068
1,10.602,3.605,24.98,0.510821487,0.011535836,0.379240313,0.008577953
1,10.602,3.625,24.98,0.492381416,0.011221902,0.373959373,0.008483277
1,10.602,3.645,24.98,0.481863691,0.011054063,0.359974962,0.008210885
1,10.602,3.665,24.98,0.476957333,0.010979596,0.350010777,0.007952035
1,10.602,3.685,24.98,0.460589812,0.010554647,0.340386789,0.007836971
1,10.602,3.705,24.98,0.450337824,0.010374971,0.328888126,0.007528376
1,10.602,3.725,24.98,0.443063361,0.010289608,0.321656801,0.007404155
1,10.602,3.745,24.98,0.428717067,0.009907517,0.313559135,0.007198661
1,10.602,3.765,24.98,0.41502162,0.009725128,0.306896655,0.007160036
1,10.602,3.785,24.98,0.403619611,0.00945062,0.293709431,0.00681864
1,10.602,3.805,24.98,0.392379005,0.00921642,0.286877619,0.006691631
1,10.602,3.825,24.98,0.373375391,0.008841546,0.277664435,0.006533902
1,10.602,3.845,24.98,0.370107643,0.008818131,0.268466192,0.006289196
1,10.602,3.865,24.98,0.358492969,0.008496327,0.258196355,0.006073046
1,10.602,3.885,24.98,0.343228951,0.008239619,0.253090026,0.006013802
1,10.602,3.905,24.98,0.342345906,0.008240863,0.248722296,0.005957815
1,10.602,3.925,24.98,0.332824705,0.008078678,0.239152889,0.005758153
1,10.602,3.945,24.98,0.316656095,0.007661185,0.229486337,0.005510897
1,10.602,3.965,24.98,0.313112679,0.007632246,0.223578367,0.005416492
1,10.602,3.985,24.98,0.300102769,0.007346355,0.214799233,0.005222974
1,10.602,4.005,24.98,0.287294458,0.007103003,0.205526436,0.005054617
1,10.602,4.025,24.98,0.276414014,0.006843048,0.201219506,0.004980481
1,10.602,4.045,24.98,0.267056213,0.006670141,0.191681217,0.004744828
1,10.602,4.065,24.98,0.263610004,0.006631822,0.189037405,0.004708092
1,10.602,4.085,24.98,0.250996411,0.006392392,0.18144243,0.004574286
1,10.602,4.105,24.98,0.246629159,0.006303783,0.171900214,0.004336161
1,10.602,4.125,24.98,0.239425499,0.006202978,0.165566392,0.004214445
1,10.602,4.145,24.98,0.22333336,0.005827278,0.163631943,0.004226389
1,10.602,4.165,24.98,0.217207133,0.00570397,0.158916933,0.004116327
1,10.602,3.585,28.99,0.084431698,0.001959523,0.058128618,0.001350967
1,10.602,3.605,28.99,0.079540721,0.001861452,0.055735537,0.001294077
1,10.602,3.625,28.99,0.073249183,0.001733561,0.051396125,0.001202991
1,10.602,3.645,28.99,0.069178238,0.001636926,0.04872321,0.001141222
1,10.602,3.665,28.99,0.065995103,0.001571452,0.046243414,0.001098434
1,10.602,3.685,28.99,0.061271763,0.001472667,0.044850748,0.001065783
1,10.602,3.705,28.99,0.058449239,0.001420423,0.040833971,0.000982
1,10.602,3.725,28.99,0.055567947,0.001361673,0.039000916,0.000941932
1,10.602,3.745,28.99,0.050187837,0.001247865,0.03695259,0.000897047
1,10.602,3.765,28.99,0.047776374,0.001199582,0.034264184,0.000837263
1,10.602,3.785,28.99,0.044263756,0.001120241,0.031472921,0.000786326
1,10.602,3.805,28.99,0.04103124,0.00104891,0.029077442,0.000729917
1,10.602,3.825,28.99,0.038574049,0.000999304,0.028142693,0.000713595
1,10.602,3.845,28.99,0.035406083,0.000931253,0.025387007,0.000654906
1,10.602,3.865,28.99,0.03332077,0.000891391,0.023723117,0.000612543
1,10.602,3.885,28.99,0.030479504,0.000826273,0.022280523,0.000583657
1,10.602,3.905,28.99,0.028991021,0.000800737,0.0200899,0.000536901
1,10.602,3.925,28.99,0.025546059,0.000720022,0.01840677,0.000501562
1,10.602,3.945,28.99,0.023968652,0.000687425,0.017325704,0.00047945
1,10.602,3.965,28.99,0.021268315,0.000626874,0.014976706,0.000426558
1,10.602,3.985,28.99,0.020395344,0.000606616,0.014728191,0.000420129
1,10.602,4.005,28.99,0.018466321,0.000567651,0.012393626,0.000368619
1,10.602,4.025,28.99,0.016680822,0.000523553,0.011711179,0.000354093
1,10.602,4.045,28.99,0.014172899,0.000466454,0.011328594,0.000349626
1,10.602,4.065,28.99,0.014874426,0.000503742,0.010523551,0.000333236
1,10.602,4.085,28.99,0.016288226,0.000566824,0.010031803,0.000323071
1,10.602,4.105,28.99,0.013132127,0.000475242,0.008428338,0.00028673
1,10.602,4.125,28.99,0.010151846,0.000385697,0.007795352,0.00027131
1,10.602,4.145,28.99,0.008613329,0.000341762,0.007062521,0.000253194
1,10.602,4.165,28.99,0.007042126,0.000307759,0.006030093,0.000230339
1,10.602,4.185,28.99,0.006218298,0.000280296,0.005648851,0.000220329
1,10.602,4.205,28.99,0.004614972,0.00023075,0.004729482,0.0001957
1,10.602,4.225,28.99,0.003958795,0.00019968,0.004233347,0.000180946
1,10.602,4.245,28.99,0.003384158,0.000179491,0.003615923,0.000163507
1,10.602,4.265,28.99,0.002838346,0.000165219,0.003129857,0.000149494
1,10.602,4.285,28.99,0.001034926,6.82E-05,0.002780124,0.000137586
1,10.602,4.305,28.99,0.000153698,1.06E-05,0.002438936,0.000127436
1,10.602,3.945,21.035,1.598702012,0.037056677,1.238847121,0.028538687
1,10.602,3.965,21.035,1.561309553,0.035960747,1.211940985,0.027933781
1,10.602,3.985,21.035,1.561544748,0.036404778,1.201396118,0.027875462
1,10.602,4.005,21.035,1.505953741,0.035311763,1.194103466,0.02776831
1,10.602,4.025,21.035,1.504010625,0.035352248,1.161764717,0.026886126
1,10.602,4.045,21.035,1.466250414,0.034307464,1.142666767,0.02659297
1,10.602,4.065,21.035,1.446039802,0.034009907,1.129084256,0.026399606
1,10.602,4.085,21.035,1.429050631,0.033707837,1.105967007,0.02589832
1,10.602,4.105,21.035,1.412716226,0.033466925,1.107067459,0.02601777
1,10.602,4.125,21.035,1.386070647,0.032633585,1.055235776,0.024922142
1,10.602,4.145,21.035,1.361701549,0.032481286,1.06608178,0.025013683
1,10.602,4.165,21.035,1.324095673,0.031441185,1.029390377,0.024541733
1,10.602,4.185,21.035,1.31523859,0.031375274,1.0055808,0.023856696
1,10.602,4.205,21.035,1.291302134,0.030861102,0.976918995,0.023272651
1,10.602,4.225,21.035,1.272610563,0.030348519,0.952162388,0.022790753
1,10.602,4.245,21.035,1.263930759,0.030618028,0.960412216,0.023119432
1,10.602,4.265,21.035,1.23920227,0.029808264,0.93911027,0.022706657
1,10.602,4.285,21.035,1.210502828,0.029331518,0.916527543,0.022162753
1,10.602,4.305,21.035,1.189441248,0.028845333,0.917794272,0.022264255
1,10.602,4.325,21.035,1.181262672,0.028804606,0.891446374,0.021497502
1,10.602,4.345,21.035,1.149803624,0.02795567,0.873416714,0.021223857
1,10.602,4.365,21.035,1.131023834,0.02775371,0.866692949,0.021335225
1,10.602,4.385,21.035,1.114090291,0.027448481,0.814448243,0.019981008
1,10.602,4.405,21.035,1.114554326,0.027400922,0.817624723,0.020257918
1,10.602,4.425,21.035,1.07415376,0.026833109,0.796087462,0.019755804
1,10.602,4.445,21.035,1.048275682,0.026129851,0.790025072,0.01946546
1,10.602,4.465,21.035,1.046998825,0.02630807,0.772437946,0.019409498
1,10.602,4.485,21.035,1.022275631,0.025757949,0.75375673,0.018956756
1,10.602,4.505,21.035,1.005792894,0.025501408,0.720217181,0.018162564
1,10.602,4.525,21.035,0.959354595,0.024633769,0.693054614,0.017605912
1,10.602,4.545,21.035,0.957589032,0.024540646,0.709937054,0.017964471
1,10.602,4.565,21.035,0.926558675,0.023660554,0.676033918,0.017213668
1,10.602,4.585,21.035,0.886526956,0.023033093,0.684821489,0.017592743
1,10.602,4.605,21.035,0.890631537,0.023147238,0.652117797,0.01686878
1,10.602,4.625,21.035,0.875305133,0.022763056,0.642529986,0.016706301
1,10.602,4.645,21.035,0.829742708,0.021644866,0.63634071,0.016551314
1,10.602,4.665,21.035,0.833723038,0.022152524,0.624249691,0.016322675
1,10.602,4.685,21.035,0.809271452,0.021445316,0.589209236,0.015513476
1,10.602,4.705,21.035,0.791794205,0.021108747,0.584025683,0.015511578
1,10.602,4.725,21.035,0.774784443,0.020682624,0.556776917,0.014957093
1,10.602,4.745,21.035,0.776919729,0.020860062,0.570046415,0.015356478
1,10.602,4.185,24.98,0.206641275,0.004759391,0.148852433,0.003404786
1,10.602,4.205,24.98,0.198712733,0.004580656,0.144198175,0.003327051
1,10.602,4.225,24.98,0.191329856,0.004425811,0.135293749,0.003101292
1,10.602,4.245,24.98,0.181770513,0.004210877,0.129275617,0.003001151
1,10.602,4.265,24.98,0.175752226,0.004078123,0.124825713,0.002910076
1,10.602,4.285,24.98,0.163687821,0.003789896,0.119163481,0.002758048
1,10.602,4.305,24.98,0.15487788,0.003601289,0.11091182,0.002599424
1,10.602,4.325,24.98,0.151327191,0.003562485,0.106084862,0.002484627
1,10.602,4.345,24.98,0.14047799,0.003328277,0.102003811,0.002395807
1,10.602,4.365,24.98,0.138051283,0.003267444,0.097897088,0.002318636
1,10.602,4.385,24.98,0.127867621,0.003038015,0.092890395,0.002206383
1,10.602,4.405,24.98,0.123628667,0.002960192,0.087346352,0.002079328
1,10.602,4.425,24.98,0.117857346,0.002809282,0.081960268,0.00197065
1,10.602,4.445,24.98,0.110036014,0.00264561,0.078952912,0.001880037
1,10.602,4.465,24.98,0.10422371,0.002514233,0.072541599,0.001764443
1,10.602,4.485,24.98,0.097279648,0.002379229,0.069118868,0.001684893
1,10.602,4.505,24.98,0.091813906,0.002246767,0.064518659,0.00156707
1,10.602,4.525,24.98,0.087468742,0.002163318,0.061991893,0.001532371
1,10.602,4.545,24.98,0.080810258,0.002022141,0.058431337,0.001437609
1,10.602,4.565,24.98,0.076945859,0.001917487,0.053866751,0.00133825
1,10.602,4.585,24.98,0.070947002,0.001797748,0.051356779,0.001296629
1,10.602,4.605,24.98,0.065799965,0.001660432,0.048424602,0.001228337
1,10.602,4.625,24.98,0.062045035,0.001594431,0.043953899,0.001115202
1,10.602,4.645,24.98,0.058000909,0.001494717,0.041537297,0.001073748
1,10.602,4.665,24.98,0.055179134,0.001446675,0.038669539,0.00100994
1,10.602,4.685,24.98,0.051221292,0.001350323,0.03566205,0.000938124
1,10.602,4.705,24.98,0.046888775,0.001256085,0.032594012,0.000866373
1,10.602,4.725,24.98,0.04245911,0.001154578,0.030804355,0.000827488
1,10.602,4.745,24.98,0.039607882,0.001087882,0.027989875,0.000759984
1,10.602,4.765,24.98,0.037934274,0.001064744,0.027341527,0.000752117
1,10.602,4.785,24.98,0.04057594,0.001151912,0.02533414,0.00070921
1,10.602,4.805,24.98,0.041152034,0.001198256,0.023078279,0.00066007
1,10.602,4.825,24.98,0.032750437,0.000970632,0.020891241,0.000607813
1,10.602,4.845,24.98,0.0273715,0.000818724,0.019672102,0.000582821
1,10.602,4.865,24.98,0.023281203,0.000718013,0.017791461,0.000533729
1,10.602,4.885,24.98,0.019725793,0.000632109,0.016286053,0.000499337
1,10.602,4.905,24.98,0.017797205,0.000587851,0.015082839,0.00047281
1,10.602,4.925,24.98,0.015179449,0.000517779,0.013336671,0.000426401
1,10.602,4.945,24.98,0.013214714,0.000456734,0.012547784,0.000410284
1,10.602,4.965,24.98,0.01040423,0.000380909,0.010357302,0.000353785
1,10.602,4.985,24.98,0.009856035,0.00037798,0.0087751,0.000313879
1,10.602,5.005,24.98,0.009358498,0.000364233,0.008052005,0.000291551
1,10.602,5.025,24.98,0.005629224,0.000224055,0.006815213,0.00025767
1,10.602,5.045,24.98,0.001632304,6.93E-05,0.005694243,0.000223292
1,10.602,5.065,24.98,0.000153162,7.15E-06,0.0048046,0.000197389
1,10.602,4.785,21.035,0.707297782,0.01666648,0.517007699,0.012125779
1,10.602,4.805,21.035,0.682058572,0.016045781,0.500248661,0.011647972
1,10.602,4.825,21.035,0.668079628,0.015750278,0.489522403,0.011535219
1,10.602,4.845,21.035,0.651398403,0.01525654,0.472525432,0.011125689
1,10.602,4.865,21.035,0.625307269,0.01476145,0.456414651,0.010649919
1,10.602,4.885,21.035,0.609145284,0.014311935,0.439763453,0.010343082
1,10.602,4.905,21.035,0.57948515,0.013559801,0.427576307,0.00999787
1,10.602,4.925,21.035,0.568342896,0.013468039,0.411215045,0.009705321
1,10.602,4.945,21.035,0.555642533,0.013090952,0.399682773,0.009456991
1,10.602,4.965,21.035,0.52964925,0.012507767,0.386208052,0.009101375
1,10.602,4.985,21.035,0.516229335,0.012248147,0.371126583,0.008755932
1,10.602,5.005,21.035,0.49689744,0.011826777,0.356285256,0.008351663
1,10.602,5.025,21.035,0.475251425,0.011251713,0.340348888,0.008006266
1,10.602,5.045,21.035,0.461670017,0.010981604,0.335215176,0.00799764
1,10.602,5.065,21.035,0.444886594,0.010703828,0.322879878,0.007655747
1,10.602,5.085,21.035,0.437691578,0.010483166,0.314964205,0.007441077
1,10.602,5.105,21.035,0.414330265,0.009947433,0.29967457,0.007158076
1,10.602,5.125,21.035,0.399129691,0.009661459,0.28933572,0.006930836
1,10.602,5.145,21.035,0.385653906,0.009362821,0.274496561,0.006599418
1,10.602,5.165,21.035,0.37714755,0.009186046,0.267081627,0.006414167
1,10.602,5.185,21.035,0.352581795,0.00861515,0.255533473,0.006143757
1,10.602,5.205,21.035,0.34242206,0.008324372,0.242348124,0.005901975
1,10.602,5.225,21.035,0.326830795,0.00797784,0.233454384,0.005658885
1,10.602,5.245,21.035,0.315022749,0.007666295,0.220334703,0.005367071
1,10.602,5.265,21.035,0.298279436,0.007426327,0.212193547,0.00518712
1,10.602,5.285,21.035,0.285345166,0.007091012,0.201748502,0.004952183
1,10.602,5.305,21.035,0.269652305,0.006729743,0.196131103,0.004841092
1,10.602,5.325,21.035,0.262601491,0.006569504,0.184899512,0.00454557
1,10.602,5.345,21.035,0.244278641,0.006101511,0.173595252,0.004290693
1,10.602,5.365,21.035,0.235812974,0.00597789,0.16864335,0.004192579
1,10.602,5.385,21.035,0.221554615,0.005594725,0.158882085,0.003968234
1,10.602,5.405,21.035,0.203531532,0.005181558,0.148269868,0.003692776
1,10.602,5.425,21.035,0.196684434,0.005031888,0.139839592,0.003528469
1,10.602,5.445,21.035,0.18897598,0.004827933,0.134616371,0.003397076
1,10.602,5.465,21.035,0.184299529,0.004742823,0.130294034,0.003304107
1,10.602,5.485,21.035,0.169565328,0.004411605,0.118298391,0.002999471
1,10.602,5.505,21.035,0.159252704,0.004169483,0.111561022,0.002902371
1,10.602,5.525,21.035,0.15259159,0.004022123,0.107069197,0.002759478
1,10.602,5.545,21.035,0.138784821,0.003676842,0.100387269,0.002630822
1,10.602,5.565,21.035,0.130520662,0.003522671,0.092221564,0.002414272
1,10.602,5.585,21.035,0.122155803,0.003310613,0.087993806,0.002330543
1,10.602,5.605,21.035,0.127372979,0.003465244,0.083234109,0.002224422
1,10.602,5.625,21.035,0.145889855,0.004021968,0.078400481,0.002133738
1,10.602,5.645,21.035,0.132278975,0.003673052,0.0710078,0.001908628
1,10.602,5.665,21.035,0.108958221,0.003044889,0.06831375,0.001874928
1,10.602,5.685,21.035,0.088917818,0.00255026,0.062583846,0.001745608
1,10.602,5.705,21.035,0.077890286,0.002229729,0.058475299,0.001634212
1,10.602,5.725,21.035,0.067844563,0.002013039,0.051812966,0.001470774
1,10.602,5.745,21.035,0.062154463,0.001869456,0.050183691,0.001436531
1,10.602,5.765,21.035,0.056253886,0.001725091,0.044518812,0.001292646
1,10.602,5.785,21.035,0.048920864,0.001511142,0.040829353,0.001211327
1,10.602,5.805,21.035,0.04206882,0.001345014,0.037123823,0.001120326
1,10.602,5.825,21.035,0.035299161,0.001174527,0.033050936,0.001011617
1,10.602,5.845,21.035,0.037423015,0.001250605,0.029480941,0.000918022
1,10.602,5.865,21.035,0.038485414,0.001316055,0.026163176,0.00083745
1,10.602,5.885,21.035,0.030007471,0.001061187,0.023406243,0.000759493
1,10.602,5.905,21.035,0.014471466,0.000532665,0.019074922,0.000636594
1,10.602,5.925,21.035,0.004527419,0.000170697,0.016814686,0.000577084
1,10.602,5.945,21.035,0.000502919,2.02E-05,0.014187415,0.000492329
